Query_ID,Query_Text,Department,Priority_Label
6849,I'm trying to renew my books online but it says I've reached the maximum number of renewals. Can I get a one-time exception?,Library,Medium
2955,Need official transcript for visa purposes.,Administration,Medium
364,The projector in Room 305 is very dim and it's impossible to see the slides during our morning lecture.,IT Support,Medium
1750,can u tell me if the library has any books on the philosophy of science for my paper due next week? thx.,Library,Low
2399,The lock on my dorm door is getting stuck. It takes 5 or 6 tries with the keycard before it finally clicks open.,Student Housing,Medium
4398,"The window in room 205 doesn't close all the way, and there's a draft coming in. Can maintenance fix the latch?",Student Housing,Medium
2063,i want to know if i can use the library printers from my personal laptop or if i have to use the desktop computers there. no hurry.,Library,Low
125,My scholarship funds haven't been applied to my account yet and I have a hold on my registration. Classes start tomorrow.,Finance Office,High
4024,The university's system for processing transcript requests is down and i need mine for my job application due in 3 hours. Please help.,Academic Office,High
6140,tuition miscalculated and immediate correction required today,Finance Office,High
5150,i just received an email saying my admission has been rescinded due to a missing document that i know was sent. please fix this!!,Admissions,High
124,I'm interested in the university's graduate program in computer science. What are the admissions requirements?,Admissions,Low
6634,how to sign up for optional academic seminars,Academic Office,Low
7180,I am having trouble with the online payment system for the tuition fee. It keeps giving me an error message.,Finance Office,Medium
345,the heater in my room is making a very loud clicking sound and i cannot sleep. it has been happening for three nights.,Student Housing,Medium
2699,my dorm room has a bedbug infestation and i am currently covered in bites. i need to be moved to a clean room immediately.,Student Housing,High
5905,"I need help with my application for a student internship in Washington, D.C.",Academic Office,Low
5264,I need help with my application for a student scholarship for students in the life sciences.,Finance Office,Low
5286,I would like to inquire about the university's policy for student internships and university credits.,Academic Office,Low
6490,application docs disappeared before submission deadline,Admissions,High
1339,hey does the library have any copies of the book 'the great gatsby'? i need it for my class tomorrow.,Library,Medium
1808,hi i cant login to the lms and my final exam starts in 10 mins pls help!!,IT Support,High
5381,dorm AC not working properly,Student Housing,Medium
5189,I noticed that the light in the library stairwell is flickering and it's making me feel a bit nauseous.,Library,Low
2828,the professor for bio 201 has not uploaded the grade for my midterm and it's been three weeks. can you check on this?,Academic Office,Medium
3048,I'm having trouble with the online portal for my student parking permit application.,Administration,Low
8100,I am a prospective student and I'm confused about the application requirements for the nursing program.,Admissions,Low
822,i need to talk to someone about my grade in math. i think the professor made a mistake on my final.,Academic Office,Medium
7731,idk how to register for a parking pass for the next semester. can u help?,Student Housing,Low
7069,I'm a little concerned because my scholarship funds haven't been applied to my account yet and classes start tomorrow morning.,Finance Office,High
1008,I would like to inquire about the possibility of living in the student apartments for the next academic year.,Student Housing,Low
2696,i'm having trouble with the library's citation manager; it won't let me export my bibliography in apa format.,Library,Medium
506,I am an international applicant and I haven't received my acceptance letter yet. My portal says it was mailed two weeks ago.,Admissions,Medium
1184,hi can i pay the $50 lab fee with cash or does it have to be online?,Finance Office,Low
2335,I would like to know the deadline for applying for a student teaching assistant position.,Academic Office,Low
3327,I would like to request a copy of the university's non-discrimination policy.,Administration,Low
1587,the fire alarm in my building is making a quiet chirping sound every minute. it's not an emergency but it's annoying. thx.,Student Housing,Medium
1624,I need to know the deadline for submitting my graduation application for the spring semester.,Academic Office,Low
5325,PLEASE HURRY THE COPIER IS JAMMED AND I NEED MY HANDOUTS FOR MY PRESENTATION ON WEDNESDAY!!!!!!!,Library,Medium
1087,academic course prerequisite clarification,Academic Office,Medium
654,i want to know if there are any quiet study areas on the 4th floor of the library.,Library,Low
6118,I forgot to register for my mandatory prerequisite course and the system is now locked. I need to take it this semester to graduate on time.,Academic Office,High
3320,I AM LITERALLY SCREAMING BECAUSE THE LIBRARY IS SO COLD AND I CANT STUDY PLEASE TURN THE HEAT UP NOW!!!!!!,Library,Low
5133,I noticed that the library website is very slow today and I can't access any of the online research databases for my midterm project.,Library,Medium
4680,I noticed that the library catalog search is very slow today. It is taking a long time to load any results from the catalog.,Library,Medium
996,library room booking info,Library,Low
8933,What are the requirements for international students to get a work permit?,Admissions,Low
642,Tuition overcharge refund pending.,Finance Office,High
2493,pls confirm office hours for admin support,Administration,Low
6927,I would like to request a copy of the university's policy on student employment from the human resources office.,Administration,Low
1162,i'm tryin to figure out if i can get a student id for my spouse since they use the gym sometimes. thx.,Administration,Low
1753,I am stuck in the elevator in the Student Union building. Please send help as soon as possible.,Administration,High
5093,clarification on course grading scheme,Academic Office,Medium
